令和６（２０２４）年　社会医療診療行為別統計　令和６年８月審査分,,,,,,,,,,
診療行為の状況　医科診療　第１８表　医科診療　回数・点数，診療行為（細分類）、入院－入院外別,,,,,,,,,,
注：１）表側欄内の数字は固定点数である。,,,,,,,,,,
注：２）＊がついている診療行為の回数は再掲である。,,,,,,,,,,
注：３）「回数」は、当該診療行為が実施された延べ算定回数である。,,,,,,,,,,
注：４）総数には、入院時食事・生活療養を含まない。,,,,,,,,,,
注：５）「結核病棟特別入院基本料」には、特定機能病院の特別入院基本料を含む。,,,,,,,,,,
注：６）「薬剤料（診療識別80）」は、リハビリテーション及び精神科専門療法の薬剤料である。,,,,,,,,,,
注：７）「特定保険医療材料料（診療識別80）　酸素料」は、精神科専門療法の酸素料である。,,,,,,,,,,
注：８）「特定保険医療材料料（診療識別80）　酸素料以外」は、精神科専門療法及び放射線治療の特定保険医療材料料である。,,,,,,,,,,
注：９）「造血幹細胞移植　提供者の療養上の費用」には、骨髄移植及び末梢血管細胞移植における提供者の療養上の費用を含む。,,,,,,,,,,
,,,,,総数,総数,入院,入院,入院外,入院外
,,,,,回数,点数,回数,点数,回数,点数
診療行為１,診療行為２,診療行為３,固定点数,再掲,回,点,回,点,回,点
手術計,神経系・頭蓋小計－（頭蓋，脳）,顕微鏡使用によるてんかん手術（脳梁離断術）,131630 ,,18 ,2369340 ,18 ,2369340 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,定位脳腫瘍生検術,20040 ,,105 ,2104200 ,105 ,2104200 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,集束超音波による機能的定位脳手術,105000 ,,43 ,4515000 ,43 ,4515000 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,脳切截術（開頭して行うもの）,19600 ,,-,-,-,-,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,延髄における脊髄視床路切截術,40950 ,,-,-,-,-,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,三叉神経節後線維切截術,36290 ,,-,-,-,-,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,視神経管開放術,36290 ,,5 ,181450 ,5 ,181450 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,顔面神経減圧手術（乳様突起経由）,44500 ,,71 ,3159500 ,71 ,3159500 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,顔面神経管開放術,44500 ,,13 ,578500 ,13 ,578500 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,脳神経手術（開頭して行うもの）,37620 ,,4 ,150480 ,4 ,150480 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,頭蓋内微小血管減圧術,43920 ,,328 ,14405760 ,328 ,14405760 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,頭蓋骨腫瘍摘出術,23490 ,,43 ,1010070 ,41 ,963090 ,2 ,46980 
手術計,神経系・頭蓋小計－（頭蓋，脳）,頭皮，頭蓋骨悪性腫瘍手術,36290 ,,14 ,508060 ,13 ,471770 ,1 ,36290 
手術計,神経系・頭蓋小計－（頭蓋，脳）,頭蓋骨膜下血腫摘出術,10680 ,,1 ,10680 ,1 ,10680 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,頭蓋内血腫除去術（開頭して行うもの）　硬膜外のもの,35790 ,,57 ,2040030 ,57 ,2040030 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,頭蓋内血腫除去術（開頭して行うもの）　硬膜下のもの,36970 ,,308 ,11386760 ,308 ,11386760 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,頭蓋内血腫除去術（開頭して行うもの）　脳内のもの,47020 ,,414 ,19466280 ,414 ,19466280 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,慢性硬膜下血腫穿孔洗浄術,10900 ,,4079 ,44461100 ,4078 ,44450200 ,1 ,10900 
手術計,神経系・頭蓋小計－（頭蓋，脳）,脳血管塞栓摘出術,37560 ,,-,-,-,-,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,脳血管血栓摘出術,37560 ,,-,-,-,-,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,定位的脳内血腫除去術,18220 ,,17 ,309740 ,17 ,309740 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,内視鏡下脳内血腫除去術,47020 ,,170 ,7993400 ,170 ,7993400 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,脳内異物摘出術,45630 ,,4 ,182520 ,4 ,182520 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,脳膿瘍全摘術,36500 ,,25 ,912500 ,25 ,912500 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,頭蓋内腫瘤摘出術,61720 ,,17 ,1049240 ,17 ,1049240 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,脳切除術,36290 ,,5 ,181450 ,5 ,181450 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,頭蓋内腫瘍摘出術　松果体部腫瘍　,158100 ,,11 ,1739100 ,11 ,1739100 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,頭蓋内腫瘍摘出術　その他のもの　,132130 ,,1281 ,169258530 ,1281 ,169258530 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,頭蓋内腫瘍摘出術　脳腫瘍覚醒下マッピング　加算,4500 ,*,23 ,103500 ,23 ,103500 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,頭蓋内腫瘍摘出術　原発性悪性脳腫瘍光線力学療法　加算,18000 ,*,21 ,378000 ,21 ,378000 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,頭蓋内腫瘍摘出術　術中ＭＲＩ撮影　加算,3990 ,*,39 ,155610 ,39 ,155610 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,内視鏡下脳腫瘍生検術,80000 ,,41 ,3280000 ,41 ,3280000 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,内視鏡下脳腫瘍摘出術,100000 ,,9 ,900000 ,9 ,900000 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,経耳的聴神経腫瘍摘出術,76890 ,,3 ,230670 ,3 ,230670 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,経鼻的下垂体腫瘍摘出術,87200 ,,15 ,1308000 ,15 ,1308000 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,内視鏡下経鼻的腫瘍摘出術　下垂体腫瘍,110970 ,,252 ,27964440 ,252 ,27964440 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,内視鏡下経鼻的腫瘍摘出術　頭蓋底脳腫瘍（下垂体腫瘍を除く）,126120 ,,57 ,7188840 ,57 ,7188840 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,内視鏡下経鼻的腫瘍摘出術　術中ＭＲＩ撮影　加算,3990 ,*,8 ,31920 ,8 ,31920 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,脳動静脈奇形摘出術　単純なもの,141830 ,,48 ,6807840 ,48 ,6807840 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,脳動静脈奇形摘出術　複雑なもの,179830 ,,6 ,1078980 ,6 ,1078980 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,脳・脳膜脱手術,36290 ,,3 ,108870 ,3 ,108870 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,水頭症手術　脳室穿破術（神経内視鏡手術によるもの）,38840 ,,64 ,2485760 ,64 ,2485760 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,水頭症手術　シャント手術,24310 ,,931 ,22632610 ,931 ,22632610 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,水頭症手術　シャント再建術　頭側のもの,15850 ,,27 ,427950 ,27 ,427950 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,水頭症手術　シャント再建術　腹側のもの,6600 ,,65 ,429000 ,65 ,429000 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,水頭症手術　シャント再建術　頭側及び腹側のもの,19150 ,,21 ,402150 ,21 ,402150 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,髄液シャント抜去術,1680 ,,51 ,85680 ,51 ,85680 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,脳動脈瘤被包術　１箇所　,82020 ,,12 ,984240 ,12 ,984240 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,脳動脈瘤被包術　２箇所以上　,94040 ,,1 ,94040 ,1 ,94040 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,脳動脈瘤流入血管クリッピング（開頭して行うもの）　１箇所,82730 ,,43 ,3557390 ,43 ,3557390 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,脳動脈瘤流入血管クリッピング（開頭して行うもの）　２箇所以上,108200 ,,2 ,216400 ,2 ,216400 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,脳動脈瘤流入血管クリッピング（開頭して行うもの）　ローフローバイパス術併用　加算,16060 ,*,7 ,112420 ,7 ,112420 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,脳動脈瘤流入血管クリッピング（開頭して行うもの）　ハイフローバイパス術併用　加算,30000 ,*,4 ,120000 ,4 ,120000 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,脳硬膜血管結紮術,82730 ,,8 ,661840 ,8 ,661840 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,脳動脈瘤頸部クリッピング　１箇所,114070 ,,684 ,78023880 ,684 ,78023880 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,脳動脈瘤頸部クリッピング　２箇所以上,128400 ,,55 ,7062000 ,55 ,7062000 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,脳動脈瘤頸部クリッピング　ローフローバイパス術併用　加算,16060 ,*,6 ,96360 ,6 ,96360 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,脳動脈瘤頸部クリッピング　ハイフローバイパス術併用　加算,30000 ,*,1 ,30000 ,1 ,30000 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,脳血管内手術　１箇所,66270 ,,1024 ,67860480 ,1024 ,67860480 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,脳血管内手術　２箇所以上,84800 ,,26 ,2204800 ,26 ,2204800 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,脳血管内手術　脳血管内ステントを用いるもの,82850 ,,512 ,42419200 ,512 ,42419200 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,経皮的脳血管形成術,39780 ,,124 ,4932720 ,124 ,4932720 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,経皮的選択的脳血栓・塞栓溶解術　頭蓋内脳血管の場合,36280 ,,7 ,253960 ,7 ,253960 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,経皮的選択的脳血栓・塞栓溶解術　頸部脳血管の場合（内頸動脈，椎骨動脈）,25880 ,,-,-,-,-,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,経皮的脳血栓回収術,33150 ,,1499 ,49691850 ,1497 ,49625550 ,2 ,66300 
手術計,神経系・頭蓋小計－（頭蓋，脳）,経皮的脳血栓回収術　脳血栓回収療法連携　加算,5000 ,*,1 ,5000 ,1 ,5000 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,経皮的脳血管ステント留置術,35560 ,,30 ,1066800 ,30 ,1066800 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,髄液漏閉鎖術,39380 ,,49 ,1929620 ,48 ,1890240 ,1 ,39380 
手術計,神経系・頭蓋小計－（頭蓋，脳）,頭蓋骨形成手術　頭蓋骨のみのもの　,17530 ,,191 ,3348230 ,191 ,3348230 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,頭蓋骨形成手術　硬膜形成を伴うもの　,23660 ,,109 ,2578940 ,109 ,2578940 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,頭蓋骨形成手術　骨移動を伴うもの,47090 ,,10 ,470900 ,10 ,470900 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,脳刺激装置植込術（頭蓋内電極植込術を含む）　片側の場合,65100 ,,5 ,325500 ,5 ,325500 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,脳刺激装置植込術（頭蓋内電極植込術を含む）　両側の場合,71350 ,,47 ,3353450 ,47 ,3353450 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,脳刺激装置交換術,14270 ,,89 ,1270030 ,89 ,1270030 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,頭蓋内電極抜去術,12880 ,,8 ,103040 ,8 ,103040 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,迷走神経刺激装置植込術,28030 ,,18 ,504540 ,18 ,504540 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,迷走神経刺激装置交換術,14270 ,,25 ,356750 ,25 ,356750 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,頭蓋内電極植込術　硬膜下電極によるもの,65100 ,,8 ,520800 ,8 ,520800 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,頭蓋内電極植込術　脳深部電極によるもの　７本未満の電極による場合,71350 ,,8 ,570800 ,8 ,570800 ,-,-
手術計,神経系・頭蓋小計－（頭蓋，脳）,頭蓋内電極植込術　脳深部電極によるもの　７本以上の電極による場合,96850 ,,13 ,1259050 ,13 ,1259050 ,-,-
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,（脊髄，末梢神経，交感神経）,,,,,,,,
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,神経縫合術　指（手，足）,15160 ,,115 ,1743400 ,77 ,1167320 ,38 ,576080 
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,神経縫合術　その他のもの,24510 ,,62 ,1519620 ,56 ,1372560 ,6 ,147060 
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,神経交差縫合術　指（手，足）,43580 ,,1 ,43580 ,1 ,43580 ,-,-
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,神経交差縫合術　その他のもの,46180 ,,8 ,369440 ,8 ,369440 ,-,-
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,神経再生誘導術　指（手，足）,12640 ,,24 ,303360 ,19 ,240160 ,5 ,63200 
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,神経再生誘導術　その他のもの,21590 ,,16 ,345440 ,16 ,345440 ,-,-
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,脊髄硬膜切開術,25840 ,,5 ,129200 ,5 ,129200 ,-,-
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,空洞・くも膜下腔シャント術（脊髄空洞症に対するもの）,26450 ,,7 ,185150 ,7 ,185150 ,-,-
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,減圧脊髄切開術,26960 ,,3 ,80880 ,3 ,80880 ,-,-
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,脊髄切截術,38670 ,,2 ,77340 ,2 ,77340 ,-,-
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,脊髄硬膜内神経切断術,38670 ,,36 ,1392120 ,36 ,1392120 ,-,-
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,脊髄視床路切截術,42370 ,,-,-,-,-,-,-
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,神経剥離術　鏡視下によるもの,14170 ,,81 ,1147770 ,64 ,906880 ,17 ,240890 
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,神経剥離術　その他のもの,10900 ,,599 ,6529100 ,433 ,4719700 ,166 ,1809400 
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,硬膜外腔癒着剥離術,11000 ,,257 ,2827000 ,180 ,1980000 ,77 ,847000 
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,癒着性脊髄くも膜炎手術（脊髄くも膜剥離操作を行うもの）,38790 ,,5 ,193950 ,5 ,193950 ,-,-
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,脊髄ドレナージ術,460 ,,492 ,226320 ,492 ,226320 ,-,-
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,脊髄刺激装置植込術　脊髄刺激電極を留置した場合,27830 ,,116 ,3228280 ,114 ,3172620 ,2 ,55660 
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,脊髄刺激装置植込術　ジェネレーターを留置した場合,16100 ,,54 ,869400 ,53 ,853300 ,1 ,16100 
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,脊髄刺激装置植込術　脊髄刺激電極２本留置　加算,8000 ,*,107 ,856000 ,106 ,848000 ,1 ,8000 
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,脊髄刺激装置交換術,15650 ,,9 ,140850 ,9 ,140850 ,-,-
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,重症痙性麻痺治療薬髄腔内持続注入用植込型ポンプ設置術,37130 ,,21 ,779730 ,21 ,779730 ,-,-
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,重症痙性麻痺治療薬髄腔内持続注入用植込型ポンプ交換術,8380 ,,22 ,184360 ,22 ,184360 ,-,-
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,重症痙性麻痺治療薬髄腔内持続注入用植込型ポンプ薬剤再充填,780 ,,608 ,474240 ,103 ,80340 ,505 ,393900 
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,仙骨神経刺激装置植込術　脊髄刺激電極を留置した場合,24200 ,,8 ,193600 ,8 ,193600 ,-,-
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,仙骨神経刺激装置植込術　ジェネレーターを留置した場合,16100 ,,8 ,128800 ,8 ,128800 ,-,-
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,仙骨神経刺激装置交換術,13610 ,,-,-,-,-,-,-
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,舌下神経電気刺激装置植込術,28030 ,,1 ,28030 ,1 ,28030 ,-,-
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,脊髄腫瘍摘出術　髄外のもの　,62000 ,,211 ,13082000 ,211 ,13082000 ,-,-
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,脊髄腫瘍摘出術　髄内のもの　,118230 ,,38 ,4492740 ,38 ,4492740 ,-,-
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,脊髄血管腫摘出術,106460 ,,10 ,1064600 ,10 ,1064600 ,-,-
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,神経腫切除術　指（手，足）,5770 ,,27 ,155790 ,12 ,69240 ,15 ,86550 
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,神経腫切除術　指（手，足）　神経腫　加算,2800 ,*,1 ,2800 ,1 ,2800 ,-,-
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,神経腫切除術　その他のもの,10770 ,,79 ,850830 ,65 ,700050 ,14 ,150780 
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,神経腫切除術　その他のもの　神経腫　加算,4000 ,*,7 ,28000 ,7 ,28000 ,-,-
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,レックリングハウゼン病偽神経腫切除術（露出部）　長径２㎝未満,1660 ,,19 ,31540 ,3 ,4980 ,16 ,26560 
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,レックリングハウゼン病偽神経腫切除術（露出部）　長径２㎝以上４㎝未満,3670 ,,28 ,102760 ,6 ,22020 ,22 ,80740 
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,レックリングハウゼン病偽神経腫切除術（露出部）　長径４㎝以上,5010 ,,45 ,225450 ,19 ,95190 ,26 ,130260 
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,レックリングハウゼン病偽神経腫切除術（露出部以外）　長径３㎝未満,1280 ,,15 ,19200 ,1 ,1280 ,14 ,17920 
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,レックリングハウゼン病偽神経腫切除術（露出部以外）　長径３㎝以上６㎝未満,3230 ,,19 ,61370 ,4 ,12920 ,15 ,48450 
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,レックリングハウゼン病偽神経腫切除術（露出部以外）　長径６㎝以上,4160 ,,43 ,178880 ,20 ,83200 ,23 ,95680 
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,神経捻除術　後頭神経　,4410 ,,-,-,-,-,-,-
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,神経捻除術　上眼窩神経　,4410 ,,-,-,-,-,-,-
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,神経捻除術　眼窩下神経　,4410 ,,-,-,-,-,-,-
手術計,神経系・頭蓋小計－（脊髄，末梢神経，交感神経）,神経捻除術　おとがい神経　,4410 ,,-,-,-,-,-,-
